0 NONE Person_or_Vehicle NONE:0.000412502845998 Person_or_Vehicle:0.604162232496 Other:0.0398129311798 Building_or_Public_Space:0.266852437698 Road_or_Driveway:0.0746790061996 Traffic_Signal:0.0140808895799
1284 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.989506781684 Other:0.000753552361641 Building_or_Public_Space:0.00409456388827 Road_or_Driveway:0.00564510206607 Traffic_Signal:0.0
1285 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.973479691821 Other:0.00202328089927 Building_or_Public_Space:0.0149187013605 Road_or_Driveway:0.00957832591906 Traffic_Signal:0.0
1286 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.793744578674 Other:0.0979150539645 Building_or_Public_Space:0.0910550707524 Road_or_Driveway:0.017285296609 Traffic_Signal:0.0
1287 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.991664085018 Other:0.000691122521729 Building_or_Public_Space:0.00677995520845 Road_or_Driveway:0.000864837251747 Traffic_Signal:0.0
1288 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.840254586348 Other:0.0284782745214 Building_or_Public_Space:0.109953317557 Road_or_Driveway:0.0213138215729 Traffic_Signal:0.0
1289 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.922435177996 Other:0.00405938863547 Building_or_Public_Space:0.0627923746883 Road_or_Driveway:0.0107130586805 Traffic_Signal:0.0
1290 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.98180239897 Other:0.00233912255922 Building_or_Public_Space:0.0133924490308 Road_or_Driveway:0.00246602943995 Traffic_Signal:0.0
1291 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.926092224073 Other:0.0173400865392 Building_or_Public_Space:0.0498444446275 Road_or_Driveway:0.00672324476068 Traffic_Signal:0.0
1292 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.908037522146 Other:0.00149501099156 Building_or_Public_Space:0.0845506153927 Road_or_Driveway:0.00591685147011 Traffic_Signal:0.0
1293 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.933321418823 Other:0.00514581640718 Building_or_Public_Space:0.0575010155443 Road_or_Driveway:0.00403174922524 Traffic_Signal:0.0
1294 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.958531992421 Other:0.0187326262905 Building_or_Public_Space:0.0184771299902 Road_or_Driveway:0.00425825129783 Traffic_Signal:0.0
1295 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.814763681066 Other:0.0743788165737 Building_or_Public_Space:0.108133054446 Road_or_Driveway:0.002724447914 Traffic_Signal:0.0
1296 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.88525492583 Other:0.00279342952835 Building_or_Public_Space:0.108873144319 Road_or_Driveway:0.00307850032281 Traffic_Signal:0.0
1297 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.994503226234 Other:0.000273776689673 Building_or_Public_Space:0.00480250824179 Road_or_Driveway:0.000420488835019 Traffic_Signal:0.0
1298 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.980738655684 Other:0.000331647649099 Building_or_Public_Space:0.0184440028271 Road_or_Driveway:0.000485693840048 Traffic_Signal:0.0
1299 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.981856535203 Other:0.00671240259983 Building_or_Public_Space:0.0107192151396 Road_or_Driveway:0.000711847057444 Traffic_Signal:0.0
1300 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.865941108794 Other:0.00315691065551 Building_or_Public_Space:0.117848373859 Road_or_Driveway:0.0130536066922 Traffic_Signal:0.0
1301 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.992942755791 Other:0.000281521512498 Building_or_Public_Space:0.00565019718385 Road_or_Driveway:0.00112552551222 Traffic_Signal:0.0
1302 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.985301719023 Other:0.000583717073055 Building_or_Public_Space:0.0129198651976 Road_or_Driveway:0.00119469870607 Traffic_Signal:0.0
1303 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.884951798751 Other:0.0121187336177 Building_or_Public_Space:0.0994360255016 Road_or_Driveway:0.00349344212924 Traffic_Signal:0.0
1304 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.850495469825 Other:0.00212138077039 Building_or_Public_Space:0.139511165534 Road_or_Driveway:0.00787198387009 Traffic_Signal:0.0
1305 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.677740522813 Other:0.00515032549238 Building_or_Public_Space:0.296019707887 Road_or_Driveway:0.0210894438074 Traffic_Signal:0.0
1306 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.890026838556 Other:0.00362154258463 Building_or_Public_Space:0.0814521669488 Road_or_Driveway:0.0248994519111 Traffic_Signal:0.0
1307 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.633448527222 Other:0.0103825169294 Building_or_Public_Space:0.331440349806 Road_or_Driveway:0.0247286060419 Traffic_Signal:0.0
1308 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.930512842568 Other:0.0020908769074 Building_or_Public_Space:0.0600928873598 Road_or_Driveway:0.00730339316437 Traffic_Signal:0.0
1309 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.921669316497 Other:0.00375717165248 Building_or_Public_Space:0.0652631592858 Road_or_Driveway:0.00931035256479 Traffic_Signal:0.0
1310 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.829332245015 Other:0.00339505552121 Building_or_Public_Space:0.104962187239 Road_or_Driveway:0.0623105122247 Traffic_Signal:0.0
1311 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.857049214976 Other:0.00490116168355 Building_or_Public_Space:0.0863299516317 Road_or_Driveway:0.0517196717085 Traffic_Signal:0.0
1312 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.358351395847 Other:0.00531869784171 Building_or_Public_Space:0.522961785291 Road_or_Driveway:0.11336812102 Traffic_Signal:0.0
1313 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.355072073676 Other:0.00348404403589 Building_or_Public_Space:0.45858228265 Road_or_Driveway:0.179167226593 Traffic_Signal:0.00369437304507
1314 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.110833656184 Other:0.0029357750963 Building_or_Public_Space:0.857987394524 Road_or_Driveway:0.0248960887151 Traffic_Signal:0.00334708548074
1315 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.36754695149 Other:0.17163564552 Building_or_Public_Space:0.438496650597 Road_or_Driveway:0.0208284644853 Traffic_Signal:0.00149228790778
1316 Other Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.266407096807 Other:0.0210226771516 Building_or_Public_Space:0.666001041356 Road_or_Driveway:0.0456711533439 Traffic_Signal:0.00089803134087
1317 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.813015114474 Other:0.0024008343353 Building_or_Public_Space:0.134782766815 Road_or_Driveway:0.0494169053539 Traffic_Signal:0.000384379021088
1318 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.952616771101 Other:0.00189990885505 Building_or_Public_Space:0.0410206942857 Road_or_Driveway:0.0044626257584 Traffic_Signal:0.0
1319 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.754917487422 Other:0.00920214777128 Building_or_Public_Space:0.230632427677 Road_or_Driveway:0.00524793713005 Traffic_Signal:0.0
1320 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.961009684398 Other:0.00205227892572 Building_or_Public_Space:0.033194002925 Road_or_Driveway:0.00374403375107 Traffic_Signal:0.0
1321 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.553522308484 Other:0.0289831196577 Building_or_Public_Space:0.385317819037 Road_or_Driveway:0.0321767528208 Traffic_Signal:0.0
1322 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.870207208086 Other:0.00185431753918 Building_or_Public_Space:0.124148597458 Road_or_Driveway:0.00378987691654 Traffic_Signal:0.0
1323 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.895061021337 Other:0.00121325953547 Building_or_Public_Space:0.102984656972 Road_or_Driveway:0.000741062155216 Traffic_Signal:0.0
1324 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.680516505944 Other:0.00171045502416 Building_or_Public_Space:0.311108646613 Road_or_Driveway:0.00666439241869 Traffic_Signal:0.0
1325 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.368492254735 Other:0.00958178539614 Building_or_Public_Space:0.606467115136 Road_or_Driveway:0.0154588447329 Traffic_Signal:0.0
1326 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.975426552831 Other:0.000714741476527 Building_or_Public_Space:0.0142315343965 Road_or_Driveway:0.00919612502586 Traffic_Signal:0.000431046269984
1327 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.930813881583 Other:0.00372114460182 Building_or_Public_Space:0.0617085497777 Road_or_Driveway:0.0037564240379 Traffic_Signal:0.0
1328 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.975124658991 Other:0.000880926541893 Building_or_Public_Space:0.0112209808915 Road_or_Driveway:0.0127734335755 Traffic_Signal:0.0
1329 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.88259423724 Other:0.00106832317036 Building_or_Public_Space:0.096136781426 Road_or_Driveway:0.0202006581634 Traffic_Signal:0.0
1330 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.967273928061 Other:0.00167781112699 Building_or_Public_Space:0.0192814157016 Road_or_Driveway:0.0117668451102 Traffic_Signal:0.0
1331 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.989262029684 Other:0.000853925536105 Building_or_Public_Space:0.00825329002397 Road_or_Driveway:0.00163075475545 Traffic_Signal:0.0
1332 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.917410259508 Other:0.0036338607854 Building_or_Public_Space:0.0725245375607 Road_or_Driveway:0.00643134214622 Traffic_Signal:0.0
1333 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.705642275617 Other:0.00808379495295 Building_or_Public_Space:0.261774384983 Road_or_Driveway:0.0244995444473 Traffic_Signal:0.0
1334 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.975437312503 Other:0.00109731378282 Building_or_Public_Space:0.0208653964835 Road_or_Driveway:0.00259997723032 Traffic_Signal:0.0
1335 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.979717754053 Other:0.00204453649658 Building_or_Public_Space:0.0134461153925 Road_or_Driveway:0.00479159405748 Traffic_Signal:0.0
1336 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.973867498829 Other:0.00118568997641 Building_or_Public_Space:0.0139410558534 Road_or_Driveway:0.0110057553409 Traffic_Signal:0.0
1337 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.928895518283 Other:0.00349291741032 Building_or_Public_Space:0.0619911733246 Road_or_Driveway:0.00562039098213 Traffic_Signal:0.0
1338 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.931969418497 Other:0.000926043137986 Building_or_Public_Space:0.0640717187877 Road_or_Driveway:0.00303281957764 Traffic_Signal:0.0
1339 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.837844365412 Other:0.00238511159562 Building_or_Public_Space:0.124841817464 Road_or_Driveway:0.0349287055289 Traffic_Signal:0.0
1340 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.550587980326 Other:0.00729081813805 Building_or_Public_Space:0.417886217036 Road_or_Driveway:0.0242349845007 Traffic_Signal:0.0
1341 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.991402583118 Other:0.000439601852498 Building_or_Public_Space:0.00578855699847 Road_or_Driveway:0.0023692580311 Traffic_Signal:0.0
1342 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.988346677448 Other:0.000440794426811 Building_or_Public_Space:0.0086128166802 Road_or_Driveway:0.00259971144531 Traffic_Signal:0.0
1343 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.852411542365 Other:0.00285965783565 Building_or_Public_Space:0.133003199722 Road_or_Driveway:0.0117256000767 Traffic_Signal:0.0
1344 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.842965767661 Other:0.00339437494674 Building_or_Public_Space:0.149018982103 Road_or_Driveway:0.00462087528916 Traffic_Signal:0.0
1345 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.843581466468 Other:0.00186540397756 Building_or_Public_Space:0.147059984153 Road_or_Driveway:0.00749314540136 Traffic_Signal:0.0
1346 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.962770426179 Other:0.00201058369675 Building_or_Public_Space:0.0214878504393 Road_or_Driveway:0.0137311396844 Traffic_Signal:0.0
1347 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.882898363124 Other:0.00146944411885 Building_or_Public_Space:0.10617870457 Road_or_Driveway:0.00945348818758 Traffic_Signal:0.0
1348 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.648513109056 Other:0.00890666812464 Building_or_Public_Space:0.336189719512 Road_or_Driveway:0.00639050330747 Traffic_Signal:0.0
1349 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.889807182138 Other:0.00534235941333 Building_or_Public_Space:0.0997011335283 Road_or_Driveway:0.00514932492069 Traffic_Signal:0.0
1350 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.752232464864 Other:0.00836618009516 Building_or_Public_Space:0.202847282779 Road_or_Driveway:0.0365540722613 Traffic_Signal:0.0
1351 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.216935773469 Other:0.0104963594248 Building_or_Public_Space:0.40811551368 Road_or_Driveway:0.364452353426 Traffic_Signal:0.0
1352 Traffic_Signal Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.432670369452 Other:0.00976414439629 Building_or_Public_Space:0.51865503166 Road_or_Driveway:0.0366108311125 Traffic_Signal:0.00229962337973
1353 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.604044895671 Other:0.00343933261528 Building_or_Public_Space:0.34621060833 Road_or_Driveway:0.0454632328933 Traffic_Signal:0.00084193049074
1354 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.487909838868 Other:0.00884138548013 Building_or_Public_Space:0.464960794962 Road_or_Driveway:0.0382879806897 Traffic_Signal:0.0
1355 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.73801899382 Other:0.0112072467292 Building_or_Public_Space:0.210283435853 Road_or_Driveway:0.0404903235984 Traffic_Signal:0.0
1356 NONE Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.791645343539 Other:0.00675104819696 Building_or_Public_Space:0.193405181614 Road_or_Driveway:0.00819842664991 Traffic_Signal:0.0
1357 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.619930427237 Other:0.0163650838994 Building_or_Public_Space:0.306883092656 Road_or_Driveway:0.0568213962072 Traffic_Signal:0.0
1358 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.714992433945 Other:0.0557771411459 Building_or_Public_Space:0.22052234831 Road_or_Driveway:0.00870807659971 Traffic_Signal:0.0
1359 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.766165350338 Other:0.0124445351442 Building_or_Public_Space:0.206554121562 Road_or_Driveway:0.0148359929555 Traffic_Signal:0.0
1360 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.82380201772 Other:0.00309758007714 Building_or_Public_Space:0.170121153585 Road_or_Driveway:0.00297924861773 Traffic_Signal:0.0
1361 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.464561140422 Other:0.0048759171449 Building_or_Public_Space:0.524330957183 Road_or_Driveway:0.00623198525045 Traffic_Signal:0.0
1362 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.0852224783779 Other:0.00270938319782 Building_or_Public_Space:0.865390156063 Road_or_Driveway:0.0454636701087 Traffic_Signal:0.00121431225294
1363 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.147905446919 Other:0.00132162963977 Building_or_Public_Space:0.808168395078 Road_or_Driveway:0.0418543707022 Traffic_Signal:0.000750157661731
1364 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.110506216717 Other:0.00105641952079 Building_or_Public_Space:0.871558655221 Road_or_Driveway:0.0164813858812 Traffic_Signal:0.000397322659451
1365 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.609918550706 Other:0.00279880575718 Building_or_Public_Space:0.344569081374 Road_or_Driveway:0.0422548582099 Traffic_Signal:0.000458703951941
1366 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.311913242792 Other:0.00925263727324 Building_or_Public_Space:0.668299815312 Road_or_Driveway:0.0105343046227 Traffic_Signal:0.0
1367 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.56494054929 Other:0.00333455377574 Building_or_Public_Space:0.329203315411 Road_or_Driveway:0.0991329565008 Traffic_Signal:0.00338862502254
1368 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.443293352499 Other:0.00900330059969 Building_or_Public_Space:0.513301669043 Road_or_Driveway:0.0344016778586 Traffic_Signal:0.0
1369 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.574867487242 Other:0.00370867106855 Building_or_Public_Space:0.341451913108 Road_or_Driveway:0.078171468341 Traffic_Signal:0.0018004602401
1370 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.727064963003 Other:0.00289149882448 Building_or_Public_Space:0.17936710161 Road_or_Driveway:0.0906764365631 Traffic_Signal:0.0
1371 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.728321442078 Other:0.00879254034709 Building_or_Public_Space:0.252619635403 Road_or_Driveway:0.0102663821713 Traffic_Signal:0.0
1372 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.261460603496 Other:0.0507380675537 Building_or_Public_Space:0.6747609591 Road_or_Driveway:0.0130403698499 Traffic_Signal:0.0
1373 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.591404861094 Other:0.00269332057009 Building_or_Public_Space:0.366452185311 Road_or_Driveway:0.0382842495093 Traffic_Signal:0.0011653835161
1374 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.879764531411 Other:0.00578650655105 Building_or_Public_Space:0.0953156979557 Road_or_Driveway:0.0191332640824 Traffic_Signal:0.0
1375 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.763586651208 Other:0.00608116734272 Building_or_Public_Space:0.227114510497 Road_or_Driveway:0.0032176709523 Traffic_Signal:0.0
1376 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.786102002115 Other:0.0774296602986 Building_or_Public_Space:0.133003487069 Road_or_Driveway:0.00346485051708 Traffic_Signal:0.0
1377 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.92921274194 Other:0.00416712458756 Building_or_Public_Space:0.0494989119499 Road_or_Driveway:0.0171212215221 Traffic_Signal:0.0
1378 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.849023245599 Other:0.00390290730048 Building_or_Public_Space:0.123197724061 Road_or_Driveway:0.0238761230394 Traffic_Signal:0.0
1379 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.500457104724 Other:0.00521008334053 Building_or_Public_Space:0.399447203816 Road_or_Driveway:0.0948856081192 Traffic_Signal:0.0
1380 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.766094139513 Other:0.00354056673751 Building_or_Public_Space:0.211294263165 Road_or_Driveway:0.0190710305847 Traffic_Signal:0.0
1381 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.735753614537 Other:0.0277148384288 Building_or_Public_Space:0.210878024267 Road_or_Driveway:0.0256535227664 Traffic_Signal:0.0
1382 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.927864895828 Other:0.00373928325268 Building_or_Public_Space:0.0623728673704 Road_or_Driveway:0.00602295354884 Traffic_Signal:0.0
1383 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.929428353689 Other:0.00612850583877 Building_or_Public_Space:0.0583211699567 Road_or_Driveway:0.00612197051598 Traffic_Signal:0.0
1384 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.86482364519 Other:0.00168071294255 Building_or_Public_Space:0.126843049006 Road_or_Driveway:0.00665259286219 Traffic_Signal:0.0
1385 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.685712206107 Other:0.00909218298757 Building_or_Public_Space:0.281816297245 Road_or_Driveway:0.0233793136606 Traffic_Signal:0.0
1386 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.966941197618 Other:0.00119578287993 Building_or_Public_Space:0.0277257439382 Road_or_Driveway:0.00413727556354 Traffic_Signal:0.0
1387 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.823190479272 Other:0.000900212604386 Building_or_Public_Space:0.170286597252 Road_or_Driveway:0.00562271087161 Traffic_Signal:0.0
1388 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.898751282222 Other:0.00344336699029 Building_or_Public_Space:0.0945384950484 Road_or_Driveway:0.00326685573897 Traffic_Signal:0.0
1389 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.524134839956 Other:0.00140729259699 Building_or_Public_Space:0.463242495657 Road_or_Driveway:0.0112153717906 Traffic_Signal:0.0
1390 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.90690039312 Other:0.000957059175972 Building_or_Public_Space:0.079653136143 Road_or_Driveway:0.0124894115613 Traffic_Signal:0.0
1391 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.805144298527 Other:0.00223949392319 Building_or_Public_Space:0.114055133018 Road_or_Driveway:0.0785610745324 Traffic_Signal:0.0
1392 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.919994957959 Other:0.00174296581319 Building_or_Public_Space:0.0742796211549 Road_or_Driveway:0.00398245507321 Traffic_Signal:0.0
1393 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.47022971797 Other:0.00474725321343 Building_or_Public_Space:0.404326084109 Road_or_Driveway:0.120696944708 Traffic_Signal:0.0
1394 Traffic_Signal Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.410229153245 Other:0.00522987325735 Building_or_Public_Space:0.550582973187 Road_or_Driveway:0.0339580003106 Traffic_Signal:0.0
1395 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.449257271944 Other:0.00566833839953 Building_or_Public_Space:0.487142881581 Road_or_Driveway:0.0568686593924 Traffic_Signal:0.00106284868238
1396 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.239920736058 Other:0.0100659704463 Building_or_Public_Space:0.707348700018 Road_or_Driveway:0.0391566227996 Traffic_Signal:0.00350797067816
1397 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.470883793582 Other:0.00356484925714 Building_or_Public_Space:0.475983930853 Road_or_Driveway:0.0489303886376 Traffic_Signal:0.000637037670001
1398 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.396239314691 Other:0.00994109870715 Building_or_Public_Space:0.546603417954 Road_or_Driveway:0.044648285253 Traffic_Signal:0.00256788339489
1399 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.663210241548 Other:0.007034972348 Building_or_Public_Space:0.298297745014 Road_or_Driveway:0.030688214892 Traffic_Signal:0.000768826197968
1400 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.967650611509 Other:0.00520351425935 Building_or_Public_Space:0.0228220296198 Road_or_Driveway:0.00432384461143 Traffic_Signal:0.0
1401 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.279035917147 Other:0.0427096999836 Building_or_Public_Space:0.640018100876 Road_or_Driveway:0.0382362819934 Traffic_Signal:0.0
1402 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.895799195679 Other:0.00453485564189 Building_or_Public_Space:0.0800647657133 Road_or_Driveway:0.0177057697717 Traffic_Signal:0.00189541319371
1403 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.894152483377 Other:0.0248586648115 Building_or_Public_Space:0.0648342900821 Road_or_Driveway:0.016154561729 Traffic_Signal:0.0
1404 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.916682667247 Other:0.00717072930566 Building_or_Public_Space:0.0698326733 Road_or_Driveway:0.00631393014774 Traffic_Signal:0.0
1405 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.65038972478 Other:0.00977862794362 Building_or_Public_Space:0.321647940312 Road_or_Driveway:0.0181837069643 Traffic_Signal:0.0
1406 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.613789800013 Other:0.00678804358557 Building_or_Public_Space:0.353368073864 Road_or_Driveway:0.0260540825374 Traffic_Signal:0.0
1407 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.620924849536 Other:0.00805564552504 Building_or_Public_Space:0.331988081261 Road_or_Driveway:0.0390314236779 Traffic_Signal:0.0
1408 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.87250261409 Other:0.00250266494054 Building_or_Public_Space:0.123119072414 Road_or_Driveway:0.00187564855604 Traffic_Signal:0.0
1409 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.82512442986 Other:0.00755403935035 Building_or_Public_Space:0.156586598827 Road_or_Driveway:0.0107349319634 Traffic_Signal:0.0
